name,category,page_count,call_count
招式/场地影响,unknown,45,45
E卡信息/header,unknown,45,45
关都地区重要物品,unknown,45,45
益智方块地点,unknown,45,45
Learnlist/levelVII,unknown,44,907
消消乐信息框/超级进化,unknown,44,61
PTCG版本导航/剑&盾系列简中,unknown,44,44
RarityCBB,unknown,43,945
TCGD,unknown,43,792
捕捉/entry6,unknown,43,616
訓練家列表/n,unknown,43,592
Sup/S,unknown,43,172
拍档石盘/場地型,unknown,43,50
树果粉碎,unknown,43,43
神奥地区重要物品,unknown,43,43
形象/不可思议迷宫/6,unknown,43,43
CfmxHeader,unknown,43,43
神奇寶貝百科旁支游戲工程,unknown,43,43
卡牌信息/header/V/IR,unknown,43,43
洗翠地区材料单,unknown,43,43
公告牌/RSE,unknown,42,332
CfmxPm,unknown,42,287
Bilibili,unknown,42,105
PZ,unknown,42,62
聯盟,unknown,42,42
城都地区重要物品,unknown,42,42
捕捉/entry9,unknown,41,3788
颜色显示,unknown,41,337
公告牌/HGSS,unknown,41,310
Itemlist/9,unknown,41,303
特性世代列表,unknown,41,149
拍档石盘/速戰型,unknown,41,44
GO地区限定,unknown,41,44
特性世代列表/h,unknown,41,43
招式/聲音類,unknown,41,41
时暗空出现角色,unknown,41,41
PWT,unknown,41,41
GO/S,unknown,40,4629
活躍寶可夢,unknown,40,118
宝可消消乐舞台/f,unknown,40,67
Tcg,unknown,40,45
卡牌信息/古代能力,unknown,40,40
捕捉/entry8,unknown,39,1967
教授招式,unknown,39,911
队伍/pokemonM,unknown,39,153
教授招式/h,unknown,39,91
Gameabbrev/6,unknown,39,83
Gameabbrev/3,unknown,39,68
印染屋,unknown,39,46
印染屋/h,unknown,39,39
七之岛,unknown,39,39
进化道具,unknown,39,39
奧卜利比亞,unknown,39,39
伽勒尔地区重要物品,unknown,39,39
Ranger地點信息框,unknown,39,39
宝可消消乐地点,unknown,39,39
Egg,unknown,38,704
MusicStreamingService/YouTubeMusic,unknown,38,45
LV.X,unknown,38,41
地區,unknown,38,38
投掷用道具,unknown,38,38
PTCG版本导航/HS系列,unknown,38,38
PTCG版本导航/朱&紫系列简中,unknown,38,38
TCG版本信息框/AS,unknown,38,38
不活躍寶可夢,unknown,37,138
Learnlist/prevo2,unknown,37,127
武将信息框,unknown,37,79
TCGP任務/header,unknown,37,66
特殊武将信息框,unknown,37,38
BREAK,unknown,37,38
游戏朋友,unknown,37,37
武将,unknown,37,37
卡牌信息/VSTAR力量,unknown,37,37
TrozeiPKMN,unknown,36,415
招式效果/击中要害,semantic,36,78
PrevNextBase/Prev,unknown,36,56
地点宝可梦信息/ZA,unknown,36,55
地点宝可梦信息/ZA/h,unknown,36,38
PTCG版本导航/DPt系列,unknown,36,36
訓練家類型信息框,unknown,36,36
神奇宝贝百科旁支遊戲工程,unknown,36,36
Masters術語,unknown,36,36
益智方块地点信息框,unknown,36,36
Pokopia导航,unknown,36,36
RanseiLink/S,unknown,35,5816
公告牌/SWSH,unknown,35,550
Rarp,unknown,35,263
携带物品信息框,unknown,35,176
拍组/moveD,unknown,35,126
對話,unknown,35,121
Gb,unknown,35,80
PBK,unknown,35,53
地点宝可梦信息/ZA/f,unknown,35,37
招式/连续,unknown,35,35
阿罗拉地区重要物品,unknown,35,35
遊戲主角,unknown,35,35
菜单导航,unknown,35,35
训练家卡信息/tm,unknown,35,35
RanseiLink/S/h,unknown,35,35
密阿雷市重要物品,unknown,35,35
招式/Ｚ招式,unknown,35,35
携带物品信息框/h,unknown,35,35
Ｚ纯晶,unknown,35,35
台座,unknown,35,35
卡牌信息/header/VSTAR,unknown,35,35
TCGP活動信息框,unknown,35,35
对比,unknown,34,379
Tracklist/div,unknown,34,130
Prism,unknown,34,49
招式效果/畏缩,semantic,34,35
地区信息框,unknown,34,34
小智的寶可夢,unknown,34,34
精灵球,unknown,34,34
非正式術語,unknown,34,34
动画专属竞赛,unknown,34,34
公告牌/FRLG,unknown,33,594
捕捉/entryoa/群战,unknown,33,205
PrevNextBase/Next,unknown,33,57
睡姿图鉴/主技能/活力填充,unknown,33,34
最初的伙伴,unknown,33,33
树果,unknown,33,33
特性/对战外,unknown,33,33
日語動畫片頭曲,unknown,33,33
音乐列表导航,unknown,33,33
停止服务,unknown,33,33
卡牌信息/header/BREAK,unknown,33,33
Movelist/tm/gen2,infobox,32,6988
Pgo,unknown,32,112
神秘卡片/5,unknown,32,70
Itemlist/oras再战,unknown,32,63
CfmxOfferings,unknown,32,34
超极巨化,unknown,32,32
卡洛斯地区重要物品,unknown,32,32
协调训练家,unknown,32,32
神奇寶貝百科动画工程,unknown,32,32
Itemlist/oras再战/header,unknown,32,32
武将登场,unknown,32,32
遊戲信息框,unknown,32,32
宝可梦绘图方块地区,unknown,32,32
Movelist/tm/gen4,infobox,31,5330
Movelist/breed/gen6,infobox,31,160
ILLUST,unknown,31,88
訓練家列表/f,unknown,31,70
种族值对比,unknown,31,59
Learnlist/animeh,unknown,31,31
Learnlist/animef,unknown,31,31
华丽大赛,unknown,31,31
火箭队,unknown,31,31
巡护员,unknown,31,31
神奇寶貝百科遊戲工程,unknown,31,31
繪圖Type‎,unknown,30,1728
绘图方块关卡列表,unknown,30,608
訓練家列表/h,unknown,30,63
PrevNextSpe/ChList,unknown,30,60
绘图方块关卡列表/h,unknown,30,60
招式效果/威力翻倍,semantic,30,44
拍档石盘/辅助型,unknown,30,40
化石,unknown,30,30
招式效果/连续,semantic,30,30
任天堂主機,unknown,30,30
阿尔米亚,unknown,30,30
合众地区重要物品,unknown,30,30
形象/不可思议迷宫/4,unknown,30,30
对战设施信息,unknown,30,30
卡匣列表/header,unknown,30,30
Learnset/tm,unknown,29,3234
道具训练家/main,unknown,29,359
Code,unknown,29,184
公告牌/LPLE,unknown,29,129
Learnlist/prevo9,unknown,29,96
Anc,unknown,29,52
Pa,unknown,29,37
道具训练家/header,unknown,29,36
道具训练家/end,unknown,29,36
奥卜利比亚pkmn/m,unknown,29,30
招式/击中要害,unknown,29,29
PTCG/训练家卡分类,unknown,29,29
对战设施,unknown,29,29
火箭队三人组的宝可梦,unknown,29,29
训练家卡信息/header/ACESPEC/SV,unknown,29,29
暫译,unknown,29,29
时暗空人物信息框,unknown,29,29
Dex0201,unknown,29,29
投掷物,unknown,28,28
宝可缤纷趣术语,unknown,28,28
PokéWalkeritem,unknown,27,236
旁支游戏招式/main/MD,unknown,27,154
PokéWalkerarea,unknown,27,135
隊伍/pokemonD,unknown,27,108
招式效果/灼伤,semantic,27,44
Hi,unknown,27,43
对战简报/pmMegaR,unknown,27,38
P7,unknown,27,29
睡姿图鉴/主技能/食材獲取,unknown,27,28
宝可梦/导航,unknown,27,27
遊戲勁敵,unknown,27,27
招式/切斬類,unknown,27,27
招式/回復類,unknown,27,27
招式/球彈類,unknown,27,27
电影原声专辑,unknown,27,27
宝可计步器信息框,unknown,27,27
PokéWalkerarea/h,unknown,27,27
PokéWalkerarea/f,unknown,27,27
PokéWalkeritem/h,unknown,27,27
宝可计步器,unknown,27,27
邪恶组织,unknown,27,27
PrevNextAnime/PK,unknown,27,27
数据卡,unknown,27,27
E卡信息/宝可梦,unknown,27,27
宝可初音,unknown,27,27
ＺＡ登峰战,unknown,27,27
Movelist/tm/no,infobox,26,709
Typelink/glitch,unknown,26,73
招式效果/麻痹,semantic,26,41
对战简报/pmTeraR,unknown,26,28
FL,unknown,26,27
冠軍,unknown,26,26
招式/拳擊類,unknown,26,26
招式/先制攻击,unknown,26,26
小智的宝可梦,unknown,26,26
电影,unknown,26,26
PokéWalkeritem/f,unknown,26,26
不可思议迷宫招式,unknown,26,26
E卡信息/卡牌,unknown,26,26
Color,unknown,25,166
Color2,unknown,25,80
寶可夢特別篇主角,unknown,25,25
招式/反作用力伤害,unknown,25,25
招式/伤害属性会改变的招式,unknown,25,25
进化携带物品,unknown,25,25
PTCG/高级宝可梦,unknown,25,25
橘子群島,unknown,25,25
战斗道具,unknown,25,25
Cfrm/pkm,unknown,25,25
伽勒爾,unknown,25,25
训练家卡信息/header/IR,unknown,25,25
Movelist/tm/gen5,infobox,24,3085
捕捉/entryZA,unknown,24,300
招式效果/防守力,semantic,24,72
BET,unknown,24,40
Learnlist/tcg,unknown,24,29
捕捉/headerZA,unknown,24,26
捕捉/footerZA,unknown,24,26
幻之宝可梦,unknown,24,24
帕希歐訓練家類型,unknown,24,24
道具信息框/奇迹发射器,drop,24,24
宝可消消乐舞台/h,unknown,24,24
小豪的宝可梦,unknown,24,24
大集结术语,unknown,24,24
招募礼物,unknown,24,24
悖谬宝可梦,unknown,24,24
SleepBag,unknown,23,924
宝可消消乐舞台,unknown,23,680
招式对比/entry,unknown,23,499
Movelist/breed/gen7,infobox,23,83
神秘卡片,unknown,23,43
版本资料切换,unknown,23,40
对战简报/pmTeraL,unknown,23,30
道具信息框/Sleep,drop,23,29
招式对比/header,unknown,23,26
招式对比/end,unknown,23,26
招式/束缚,unknown,23,23
招式/必中,unknown,23,23
招式/防住,unknown,23,23
树果饰品/h,unknown,23,23
電影片尾曲,unknown,23,23
道路消歧義,unknown,23,23
PTCG版本导航/泰印尼太阳&月亮系列,unknown,23,23
妈妈,unknown,23,23
ＺＡ登峰戰∞,unknown,23,23
暗影,unknown,23,23
Movelist/breed/gen8,infobox,22,72
PrevNextMusic/MovED,unknown,22,48
树果饰品,unknown,22,44
TCG简中比例,unknown,22,39
宝可币,unknown,22,37
對戰簡報/result,unknown,22,30
招式效果/固定伤害,semantic,22,29
Togglelink,unknown,22,26
属性,unknown,22,22
招式/威力翻倍,unknown,22,22
冠军,unknown,22,22
PTCG版本导航/韩版PCG系列,unknown,22,22
火箭隊,unknown,22,22
传说的宝可梦组合,unknown,22,22
消消樂道具,unknown,22,22
Sleep術語,unknown,22,22
帕底亚,unknown,22,22
捕捉/entry6/群战,unknown,21,132
TFG,unknown,21,97
Et,unknown,21,71
Toggle/Content/d,unknown,21,46
Movelist/breed/gen9,infobox,21,28
Toggle/Content/h,unknown,21,28
Toggle/Content/f,unknown,21,28
宝可消消乐舞台/超级进化,unknown,21,23
招式/降低使用者能力,unknown,21,21
大量劇透,unknown,21,21
PTCG版本导航/超级进化系列,unknown,21,21
宝可梦表演家,unknown,21,21
組織信息框,unknown,21,21
TrettaSetInfobox,unknown,21,21
TRETTA卡匣列表/footer,unknown,21,21
TRETTA版本,unknown,21,21
薄荷,unknown,21,21
洗翠地区材料,unknown,21,21
PTCGP版本导航,unknown,21,21
GO,unknown,20,4845
消消乐信息框/升级舞台/信息,unknown,20,1148
GO限時調查/entry,unknown,20,1133
GO限時調查/header,unknown,20,316
GO限時調查/end,unknown,20,316
消消乐信息框/升级舞台备注,unknown,20,56
属性相克,unknown,20,44
招式效果/回复ＨＰ,semantic,20,40
Gal,unknown,20,34
招式效果/中毒,semantic,20,32
CBF,unknown,20,25
告示板/BW,unknown,20,22
特大卡牌,unknown,20,22
菲蕾,unknown,20,20
動畫,unknown,20,20
对战,unknown,20,20
Itemlist/oras再战/end,unknown,20,20
PTCG/ACE SPEC,unknown,20,20
卡牌列表/entryp,unknown,19,3275
TRETTA卡匣列表/entry,unknown,19,915
对战招式表,unknown,19,845
GO田野調查,unknown,19,431
Learnlist/levelIII,unknown,19,231
Gameabbrev/MD,unknown,19,109
Learnlist/prevo1,unknown,19,68
=,unknown,19,42
对战招式表/h,unknown,19,37
Gameabbrev/1,unknown,19,35
CfmxHeader2,unknown,19,20
招式/对战外,unknown,19,19
招式/風類,unknown,19,19
招式/吸取ＨＰ,unknown,19,19
对战招式表/f,unknown,19,19
等离子队,unknown,19,19
形象设计师,unknown,19,19
遊戲版本,unknown,19,19
地形,unknown,19,19
超级不可思议迷宫信息框,unknown,19,19
卡牌信息/attack/VSTAR,unknown,19,19
北上鄉,unknown,19,19
TCG版本信息框/Pocket,unknown,19,19
多译名列表,unknown,18,3763
Movelist/tm/gen3,infobox,18,3502
对战招式表Z,unknown,18,87
多译名列表/h,unknown,18,45
PrevNextAnime/HS,unknown,18,36
PrevNextAnime/PG,unknown,18,36
请求姐姐,unknown,18,22
爱好者网站,unknown,18,21
招式效果/混乱,semantic,18,19
招式/蓄力,unknown,18,18
动画专辑,unknown,18,18
请求姐姐/h,unknown,18,18
E卡信息/训练家卡,unknown,18,18
PTCG版本导航/太阳&月亮系列简中,unknown,18,18
动画过场小栏目,unknown,18,18
版本资料切换/道馆馆主城堡,unknown,18,18
任天堂主机,unknown,18,18
神奇宝贝百科周边产品工程,drop,18,18
關都地區道館館主,unknown,18,18
组织信息框,unknown,18,18
英語動畫片頭曲,unknown,18,18
亂世,unknown,18,18
究极异兽,unknown,18,18
招式效果/泛用Ｚ招式,semantic,18,18
名侦探皮卡丘,unknown,18,18
伽勒爾地區道館館主‎,unknown,18,18
卡牌信息/power/VSTAR,unknown,18,18
卡牌信息/幼年,unknown,18,18
Rdex,unknown,17,5892
動畫集數列表,unknown,17,1322
TCGP機率表/entry,unknown,17,528
乱世宝可梦,unknown,17,361
Rdexh,unknown,17,95
Gameabbrevzh/MD,unknown,17,92
TCGP機率表/header,unknown,17,60
PKMN,unknown,17,55
R3委托,unknown,17,53
Mjitem,unknown,17,50
乱世宝可梦/h,unknown,17,42
Egglist,unknown,17,30
天气信息框,unknown,17,30
隊伍/mainM,unknown,17,26
凑合招式/h,unknown,17,19
招式效果/蓄力,semantic,17,17
遊戲原聲專輯,unknown,17,17
树果饰品/贴纸,unknown,17,17
Gameabbrev/2,unknown,17,17
蛋群,unknown,17,17
PTCG版本导航/泰印尼朱&紫系列,unknown,17,17
寄放系统,unknown,17,17
活动赠送道具,unknown,17,17
食材/Sleep,unknown,17,17
国信息框,unknown,17,17
合战,unknown,17,17
招式效果/专属Ｚ招式,semantic,17,17
存储碟,unknown,17,17
GO主題活動,unknown,17,17
TCGP主題收藏/entry,unknown,16,368
帕底亚餐点,unknown,16,79
招式效果/进攻力,semantic,16,48
宝可消消乐舞台/事件舞台/h,unknown,16,42
PAGENAME,unknown,16,24
Learnlist/tm7null,unknown,16,22
Learnlist/tm8null,unknown,16,17
包包信息框/GO,unknown,16,17
招式/追加或改变属性,unknown,16,16
招式/入场影响,unknown,16,16
道具导航,unknown,16,16
道具信息框/GO,drop,16,16
I-Fairuse-game,unknown,16,16
神奧地區道館館主,unknown,16,16
PTCG版本导航/剑&盾系列繁中,unknown,16,16
PrevNextSpe/Ch,unknown,16,16
阿羅拉联盟,unknown,16,16
游戏主角,unknown,16,16
歐雷NPC,unknown,16,16
卡牌信息/header/Prism,unknown,16,16
擁有規則的寶可夢,unknown,16,16
包包信息框/GO/h,unknown,16,16
投掷用道具‎‎,unknown,16,16
帕底亞地區道館館主,unknown,16,16
TCGP主題收藏/header,unknown,16,16
多譯名列表,unknown,15,2390
NPS 出现宝可梦,unknown,15,533
筛选,unknown,15,236
道具时光胶囊/main,unknown,15,147
R2委托,unknown,15,58
凑合招式,unknown,15,25
Roundybl,unknown,15,18
对战简报/pmMegaL,unknown,15,18
筛选/全部,unknown,15,16
帕底亚餐点/h,unknown,15,16
書籍信息框,unknown,15,16
收服教学人,unknown,15,15
劇透结束,unknown,15,15
協調訓練家,unknown,15,15
携带物品导航,unknown,15,15
道具时光胶囊/header,unknown,15,15
船,unknown,15,15
宝物,unknown,15,15
音樂列表導航,unknown,15,15
探险队信息框,unknown,15,15
发烧友俱乐部,unknown,15,15
種族值,unknown,15,15
玉,unknown,15,15
藍蒂爾,unknown,15,15
洗翠銀河隊,unknown,15,15
护符,unknown,15,15
额外卡信息/header,unknown,15,15
PTCGP術語,unknown,15,15
Champions导航,unknown,15,15
宝可消消乐舞台/事件舞台,unknown,14,738
乱世商店,unknown,14,308
TCGP對戰課題,unknown,14,56
拍组/toggler/form,unknown,14,50
GRT,unknown,14,33
信长对话,unknown,14,25
RB,unknown,14,25
招式效果/吸取,semantic,14,17
Roundybr,unknown,14,17
脸颊上拥有电囊的宝可梦,unknown,14,14
招式/ＰＰ,unknown,14,14
版本资料切换/豐緣2,unknown,14,14
電影信息框,unknown,14,14
PTCG版本导航/太阳&月亮系列繁中,unknown,14,14
PrevNextWCS,unknown,14,14
遊戲漏洞,unknown,14,14
乱世商店/h,unknown,14,14
杰可羅拉群島,unknown,14,14
闪焰队,unknown,14,14
睡姿图鉴/主技能/料理強化,unknown,14,14
不可思議迷宮术语,unknown,14,14
Dex0025,unknown,14,14
招式/搭档招式,unknown,14,14
Masters術语,unknown,14,14
Ga-Olé卡匣列表/footer,unknown,14,14
卡牌信息/header/光辉,unknown,14,14
動畫集數列表2,unknown,13,1588
Sleep,unknown,13,476
宝可梦/C,unknown,13,288
TCGP牌組圖標,unknown,13,117
動畫集數列表2/h,unknown,13,59
JBA,unknown,13,24
Gameabbrev/8,unknown,13,18
睡姿图鉴/主技能,unknown,13,14
招式/舞蹈類,unknown,13,13
招式/压击类招式,unknown,13,13
招式效果/保护,semantic,13,13
招式/无视对手的特性进行攻击,unknown,13,13
推测,unknown,13,13
拍档石盘/複合型,unknown,13,13
合众地区道馆馆主,unknown,13,13
城鎮信息框,unknown,13,13
歐雷,unknown,13,13
版本资料切换/城都,unknown,13,13
以太基金會,unknown,13,13
Roundytl,unknown,13,13
Roundytr,unknown,13,13
橘子群岛,unknown,13,13
睡姿图鉴/主技能/活力全體療癒,unknown,13,13
宝可梦绑架队,unknown,13,13
招募几率,unknown,13,13
宝可梦卡牌GB卡包,unknown,13,13
Learnlist/tm6null,unknown,13,13
阿罗拉,unknown,13,13
加傲乐版本,unknown,13,13
超级不可思议迷宫角色,unknown,13,13
数据类迷宫,unknown,13,13
伽勒尔车站,unknown,13,13
卡牌信息/item,unknown,13,13
昇龍伏特攻擊隊,unknown,13,13
藍莓學園,unknown,13,13
Game3,unknown,12,383
Shopdec,unknown,12,297
TCGP商店/entry,unknown,12,239
DCs,unknown,12,141
队伍/pokemonD,unknown,12,44
Learnlist/event8,unknown,12,34
Star,unknown,12,27
TCGP商店/header,unknown,12,27
NBPAGENAME,unknown,12,22
招式效果/解冻,semantic,12,18
信长对话/ja,unknown,12,13
招式效果/反作用力伤害,semantic,12,12
招式/解除冰冻,unknown,12,12
特性/特定属性威力提升,unknown,12,12
Encyclopaediae Pokémonis,unknown,12,12
合眾地區道館館主,unknown,12,12
出现率道具,unknown,12,12
PTCG版本导航/泰印尼剑&盾系列,unknown,12,12
PTCG版本导航/杂项,unknown,12,12
PTCG/火箭队秘密机器,unknown,12,12
遊戲朋友,unknown,12,12
寶可夢特別篇篇章信息框,unknown,12,12
動畫寶可夢信息框,unknown,12,12
对战设施信息框,unknown,12,12
對戰革命,unknown,12,12
极巨结晶,unknown,12,12
動畫漫畫專屬地點,unknown,12,12
MastersItem,unknown,11,1728
Movelist/tm/gen7,infobox,11,1512
GO特殊調查/entry,unknown,11,560
信长军概述/main,unknown,11,558
PKWD,unknown,11,524
时装店,unknown,11,268
GO特殊調查/header,unknown,11,167
GO特殊調查/end,unknown,11,167
信长军概述/header,unknown,11,159
TCGP牌組表/entry,unknown,11,104
宝可梦好莱坞电影放映,unknown,11,80
PKWD/header,unknown,11,40
信长剧情信息框,unknown,11,38
版本资料切换/关都3,unknown,11,19
配音員/header,unknown,11,15
MusicStreamingService,unknown,11,14
时装店/h,unknown,11,13
PRS,unknown,11,12
来源请求,unknown,11,12
对战简报/moveExRow,unknown,11,12
招式/啃咬類,unknown,11,11
招式效果/硬直,semantic,11,11
招式/硬直,unknown,11,11
招式/粉末或孢子,unknown,11,11
特性/不受特定属性招式影响,unknown,11,11
以太基金会,unknown,11,11
TCG属性,unknown,11,11
PTCG版本导航/朱&紫系列繁中,unknown,11,11
PTCG版本导航/韩文XY系列,unknown,11,11
洗翠地區場長,unknown,11,11
信长的野望术语,unknown,11,11
训练家卡信息/header/PLASMA,unknown,11,11
宝可梦好莱坞电影,unknown,11,11
宝可梦好莱坞电影剧本,unknown,11,11
睡姿图鉴/主技能/夢之碎片獲取,unknown,11,11
信长剧情,unknown,11,11
卡牌信息/Arceus,unknown,11,11
超Z隊,unknown,11,11
PTFG版本导航,unknown,11,11
洛托姆之力,unknown,11,11
对战简报/pmDynaR,unknown,11,11
GaoleSetInfobox,unknown,11,11
TCGP牌組表/header,unknown,11,11
地下大洞窟交换,unknown,10,732
隊伍GO/pokemon,unknown,10,657
Bag/ZA,unknown,10,346
区域资讯,unknown,10,206
简繁,unknown,10,122
Slogan,unknown,10,71
地下大洞窟交换/h,unknown,10,40
Videolist,unknown,10,31
队伍/mainM,unknown,10,19
Gameabbrev/9,unknown,10,16
HIS,unknown,10,15
赤红（特别篇）的宝可梦,unknown,10,10
招式信息框/ZA,drop,10,10
招式效果/睡眠,semantic,10,10
路比的宝可梦,unknown,10,10
电影片头曲,unknown,10,10
世代导航,unknown,10,10
PTCG/卡牌分类,unknown,10,10
联盟,unknown,10,10
PTCG/传说宝可梦,unknown,10,10
丰缘地区道馆馆主,unknown,10,10
停止销售,unknown,10,10
训练家卡信息/header/ACESPEC,unknown,10,10
亂鬥！寶可夢大亂戰信息框,unknown,10,10
超級寶可夢大亂戰信息框,unknown,10,10
小霞的宝可梦,unknown,10,10
對戰革命競技場,unknown,10,10
果实,unknown,10,10
Videolist/header,unknown,10,10
Dex0258,unknown,10,10
Dex0151,unknown,10,10
招式信息框/旧,drop,10,10
招式效果/黑暗招式,semantic,10,10
黑暗招式,unknown,10,10
TCGGBInfobox,unknown,10,10
对战简报/pmDynaL,unknown,10,10
中性宝可梦,unknown,10,10
天星队,unknown,10,10
探梦隊,unknown,10,10
Indexlist/body,unknown,9,5630
Avail/gen,unknown,9,5555
Lop/ev,unknown,9,5275
Rdexn/pokeball,unknown,9,1134
Ga-Olé卡匣列表/entry‎,unknown,9,569
Learnlist/levelIV,unknown,9,147
GO收藏家挑戰,unknown,9,60
隊伍/pokemonT,unknown,9,28
Graytable,unknown,9,24
捕捉/entry7a,unknown,9,22
Indexlist/header,unknown,9,14
TCGP特效/entry,unknown,9,14
七之岛地图,unknown,9,11
Dex0006,unknown,9,10
碧蓝（特别篇）的宝可梦,unknown,9,9
小黄的宝可梦,unknown,9,9
“大器晚成”的宝可梦‎‎,unknown,9,9
招式/体重速度,unknown,9,9
招式/自身濒死,unknown,9,9
招式/目标特性改变,unknown,9,9
招式/必中要害,unknown,9,9
Template:特性效果/属性无效,unknown,9,9
八大师,unknown,9,9
莎菲雅的宝可梦,unknown,9,9
帕尔的宝可梦,unknown,9,9
能力,unknown,9,9
能力增强道具,unknown,9,9
进化道具/旁支系列,unknown,9,9
状态导航,unknown,9,9
彩虹火箭队,unknown,9,9
顶尖协调训练家,unknown,9,9
银河队,unknown,9,9
基本能量卡,unknown,9,9
珍珠隊,unknown,9,9
卡牌信息/end/传说,unknown,9,9
薰香,unknown,9,9
营养饮料/不可思议迷宫,unknown,9,9
阿金的宝可梦,unknown,9,9
梦境世界游戏信息框,unknown,9,9
梦境世界游戏,unknown,9,9
橘子群島道馆馆主,unknown,9,9
小银的宝可梦,unknown,9,9
動畫集數列表/h,unknown,9,9
睡姿图鉴/主技能/活力療癒,unknown,9,9
新闪焰队,unknown,9,9
模型,unknown,9,9
暗暗队,unknown,9,9
招式效果/无视对手的特性进行攻击,semantic,9,9
训练家卡信息/header/Prism,unknown,9,9
拥有规则的宝可梦,unknown,9,9
传说的宝可梦道具,unknown,9,9
Learnlist/tutor7null,unknown,9,9
小豪的寶可夢,unknown,9,9
金剛隊,unknown,9,9
Rdexn/pokeball/header,unknown,9,9
Rdexn/pokeball/footer,unknown,9,9
GO主題活動/年度,unknown,9,9
中文版卡牌,unknown,9,9
TCGP特效/header,unknown,9,9
Movelist/gen,infobox,8,2440
时装店/帕底亚,unknown,8,995
Cotd,unknown,8,831
专属道具1pt,unknown,8,416
DWpoke,unknown,8,240
玩偶列表/entry,unknown,8,225
DWitem,unknown,8,173
RanseiWaza,unknown,8,163
Movelist/tm/xd,infobox,8,100
Reg,unknown,8,70
道具列表/MD,unknown,8,39
XY&Z角色歌,unknown,8,31
Cotd/h,unknown,8,26
Cotd/f,unknown,8,26
Bluetable,unknown,8,24
卡牌相关GB/main,unknown,8,22
时装店/帕底亚/h,unknown,8,22
Learnlist/prevo8,unknown,8,18
PrevNextAnime/TW,unknown,8,16
PrevNextAnime/PE,unknown,8,16
玩偶列表/header,unknown,8,12
Movelist/gen/header,infobox,8,9
招式/自我交换,unknown,8,8
招式效果/冰冻,semantic,8,8
招式/多回合攻击,unknown,8,8
招式/心神類,unknown,8,8
招式/互换,unknown,8,8
招式/波動／波導類,unknown,8,8
戴亚蒙德的宝可梦,unknown,8,8
普兰汀娜的宝可梦,unknown,8,8
HMtable,unknown,8,8
秘传学习器,unknown,8,8
多譯名列表/h,unknown,8,8
版本资料切换/合眾,unknown,8,8
TOClimit,unknown,8,8
城都地区道馆馆主,unknown,8,8
城都地區道館館主,unknown,8,8
PTCG版本导航/韩文BW系列,unknown,8,8
登場人物信息框/主角,unknown,8,8
TFG相关/end,unknown,8,8
营养饮料,unknown,8,8
对战开拓区（第三世代）,unknown,8,8
熔岩队,unknown,8,8
梦境信息框,unknown,8,8
DWpoke/h,unknown,8,8
DWpoke/f,unknown,8,8
DWitem/h,unknown,8,8
DWitem/f,unknown,8,8
梦境世界地点,unknown,8,8
游戏劲敌,unknown,8,8
化石复原地点,unknown,8,8
合眾,unknown,8,8
PrevNextRB/Vol,unknown,8,8
卡洛斯地区道馆馆主,unknown,8,8
卡洛斯地區道館館主,unknown,8,8
睡姿图鉴/主技能/料理成功,unknown,8,8
活动赠送列表,unknown,8,8
其他携带物品,unknown,8,8
三冠卫星赛,unknown,8,8
AM2496,unknown,8,8
密阿雷社交对战俱乐部,unknown,8,8
Dex0259,unknown,8,8
篩選/全部,unknown,8,8
宝可梦探险寻宝术语,unknown,8,8
教师,unknown,8,8
训练家卡信息/header/KM,unknown,8,8
FriendaList/header,unknown,8,8
Pokopia角色,unknown,8,8
Pkmnlist/base,unknown,7,5127
Movelist/gen/ex,infobox,7,4375
专属道具4pt,unknown,7,125
相关视频,unknown,7,39
Movelist/gen/exheader,infobox,7,17
顏色顯示,unknown,7,17
AP,unknown,7,15
TFG相关/main,unknown,7,14
GO形象/性别差异,unknown,7,13
對戰簡報/status,unknown,7,11
繁簡,unknown,7,9
PokéWalkeritem/TM,unknown,7,8
LEGEND,unknown,7,8
Dex0145,unknown,7,8
Dex0003,unknown,7,8
Numof,unknown,7,7
青绿（特别篇）的宝可梦,unknown,7,7
招式/一击必杀,unknown,7,7
招式效果/多回合攻击,semantic,7,7
招式/使出其他招式的招式,unknown,7,7
招式效果/天气影响,semantic,7,7
招式/性别影响,unknown,7,7
特性效果/发动天气,semantic,7,7
版本資料切換/城都2,unknown,7,7
真司的宝可梦,unknown,7,7
銀河隊,unknown,7,7
PTCG版本导航/西葡独占,unknown,7,7
TFG相关/header,unknown,7,7
豐緣地區道館館主,unknown,7,7
乔伊的宝可梦,unknown,7,7
第三世代開拓頭腦,unknown,7,7
Template:GO人物,unknown,7,7
基础点数增强道具,unknown,7,7
布莱克的宝可梦,unknown,7,7
未授权,unknown,7,7
综艺节目,unknown,7,7
寶可夢博士,unknown,7,7
旁支游戏招式/main/Stad,unknown,7,7
大乱战招式,unknown,7,7
跳躍吧！鯉魚王信息框,unknown,7,7
Pkmnlist/base/h,unknown,7,7
艾克斯的宝可梦,unknown,7,7
希特隆的寶可夢,unknown,7,7
通信媒介,unknown,7,7
宝可梦绘图方块/header,unknown,7,7
Dex0260,unknown,7,7
阿罗拉地区队长,unknown,7,7
骷髏隊,unknown,7,7
Dex0150,unknown,7,7
地点收集,unknown,7,7
名侦探皮卡丘地点,unknown,7,7
Dex0140,unknown,7,7
PrevNextAnime/PL,unknown,7,7
TFG版本信息框,unknown,7,7
