pokedex_id	pokeapi_id	name_en	name_zh	name_ja	is_default_form	type1	type2	ability1_name	ability2_name	hidden_ability_name	weight_kg	hp	attack	defense	sp_attack	sp_defense	speed	total_stats	description_zh	description_en	description_ja
140	140	kabuto	化石盔	カブト	TRUE	rock	water	swift-swim	battle-armor	weak-armor	11.5	30	80	90	55	45	55	355	虽然存在已经灭绝的说法， 但据说在一部分地区 还是经常能见到它的身影。	"While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places."	絶滅したとも　言われるが 一部の　地域では　けっこう 普通に　見かける　らしい。
141	141	kabutops	镰刀盔	カブトプス	TRUE	rock	water	swift-swim	battle-armor	weak-armor	40.5	60	115	105	65	70	80	495	灭绝的原因尚不明确。 曾经栖息在温暖的大海， 是性格残暴的古代宝可梦。	The cause behind the extinction of this species is unknown. Kabutops were aggressive Pokémon that inhabited warm seas.	絶滅の　理由は　不明。 暖かい　海に　暮らしていた 凶暴な　古代のポケモン。
142	142	aerodactyl	化石翼龙	プテラ	TRUE	rock	flying	rock-head	pressure	unnerve	59	80	105	65	60	75	130	515	长着锯子般的牙齿。 甚至连钢属性宝可梦的皮肤 都会被它的牙齿撕成碎片。	Aerodactyl’s sawlike fangs can shred skin to tatters—even the skin of Steel-type Pokémon.	のこぎりの　ような　キバは はがねポケモンの　皮膚さえ ズタズタに　切り裂いてしまう。
142	10042	aerodactyl-mega	化石翼龙（超级进化）	プテラ（メガシンカ）	FALSE	rock	flying	tough-claws			79	80	135	85	70	95	150	615	长着锯子般的牙齿。 甚至连钢属性宝可梦的皮肤 都会被它的牙齿撕成碎片。	Aerodactyl’s sawlike fangs can shred skin to tatters—even the skin of Steel-type Pokémon.	のこぎりの　ような　キバは はがねポケモンの　皮膚さえ ズタズタに　切り裂いてしまう。
143	143	snorlax	卡比兽	カビゴン	TRUE	normal		immunity	thick-fat	gluttony	460	160	110	65	65	110	30	540	拥有一个结实的胃， 即使吃了发霉腐烂的东西， 也完全不会吃坏肚子。	This glutton appears in villages without warning and devours the entirety of their rice granaries—such occurrences have long been counted among the gravest of disasters.	頑丈な　胃袋は　カビの 生えたものや　腐ったものを 食べても　壊れることはない。
143	10206	snorlax-gmax	卡比兽（超极巨化）	カビゴン（キョダイマックス）	FALSE	normal		immunity	thick-fat	gluttony	1000	160	110	65	65	110	30	540	拥有一个结实的胃， 即使吃了发霉腐烂的东西， 也完全不会吃坏肚子。	This glutton appears in villages without warning and devours the entirety of their rice granaries—such occurrences have long been counted among the gravest of disasters.	頑丈な　胃袋は　カビの 生えたものや　腐ったものを 食べても　壊れることはない。
144	144	articuno	急冻鸟	フリーザー	TRUE	ice	flying	pressure		snow-cloak	55.4	90	85	100	95	125	85	580	拥有能够自由操纵冰 的能力。据说它栖息在 永久冻土的雪山。	This Pokémon can control ice at will. Articuno is said to live in snowy mountains riddled with permafrost.	氷を　自在に　操る　力を　もつ。 永久凍土の　雪山に 棲んでいるという。
144	10169	articuno-galar	急冻鸟（伽勒尔的样子）	フリーザー（ガラルのすがた）	FALSE	psychic	flying	competitive			50.9	90	85	85	125	100	95	580	据说它那蓝色的美丽羽毛 是由冰构成的。会飘曳着 长尾巴飞过茫茫雪山。	"It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it."	青く　美しい　羽根は　氷で できていると　言われている。　長い 尾を　たなびかせ　雪山を　飛ぶ。
145	145	zapdos	闪电鸟	サンダー	TRUE	electric	flying	pressure		static	52.6	90	90	85	125	90	100	580	传说的鸟宝可梦。 据说只要它一摩擦翅膀， 就会立刻发生落雷。	"Zapdos is a legendary bird Pokémon. It’s said that when Zapdos rubs its feathers together, lightning will fall immediately after."	羽根を　こすり合わせると　たちまち 雷が　落ちると　言われている 伝説の　鳥ポケモン。
145	10170	zapdos-galar	闪电鸟（伽勒尔的样子）	サンダー（ガラルのすがた）	FALSE	fighting	flying	defiant			58.2	90	125	90	85	90	100	580	能够随心所欲地操纵雷电。 据传说，它的巢穴 处在漆黑的雷云中。	This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.	電気を　自在に　操る。 真っ黒な　雷雲の　中に 巣があると　言い伝えられている。
146	146	moltres	火焰鸟	ファイヤー	TRUE	fire	flying	pressure		flame-body	60	90	100	90	125	85	90	580	相传它会用燃烧着的 美丽翅膀照亮山道， 救助在此遇险的人。	"There are stories of this Pokémon using its radiant, flame-cloaked wings to light up paths for those lost in the mountains."	美しく　燃えあがる　翼で 山道を　照らし　遭難者を 助けたと　言い伝えられている。
146	10171	moltres-galar	火焰鸟（伽勒尔的样子）	ファイヤー（ガラルのすがた）	FALSE	dark	flying	berserk			66	90	85	90	100	125	90	580	只要拍动翅膀，羽毛就会 闪现出红色的火焰，非常美丽。 传说的鸟宝可梦中的１只。	"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow."	羽ばたくと　翼の　炎が 赤く　美しく　きらめく 伝説の　鳥ポケモンの　１匹。
147	147	dratini	迷你龙	ミニリュウ	TRUE	dragon		shed-skin		marvel-scale	3.3	41	64	45	50	50	50	300	长久以来被认为只存在于 幻想之中。额头小小的突起 是正在发育的角。	This Pokémon was long considered to be no more than a myth. The small lump on a Dratini’s forehead is actually a horn that’s still coming in.	ながく　幻と　言われていた。 額にある　小さな　突起は 成長途中の　ツノ。
148	148	dragonair	哈克龙	ハクリュー	TRUE	dragon		shed-skin		marvel-scale	16.5	61	84	65	70	70	70	420	把力量集中在尾巴的 珠子上操纵天气。 散发气场的样子非常神秘。	"This Pokémon gathers power in the orbs on its tail and controls the weather. When enshrouded by an aura, Dragonair has a mystical appearance."	きれいな　海や　湖に　棲む。 天候を　操る　力で 風に　乗り　空へと　昇る。
149	149	dragonite	快龙	カイリュー	TRUE	dragon	flying	inner-focus		multiscale	210	91	134	95	100	100	80	600	被称为大海的化身。 很多船都会把快龙的 雕像设置在船头。	This Pokémon is known as the Sea Incarnate. Figureheads that resemble Dragonite decorate the bows of many ships.	海の　化身と　呼ばれる。 カイリュー型の　彫像を 舳先に　付ける　船も　多い。
149	10281	dragonite-mega	快龙（超级进化）	カイリュー（メガシンカ）	FALSE	dragon	flying	multiscale			290	91	124	115	145	125	100	700	被称为大海的化身。 很多船都会把快龙的 雕像设置在船头。	This Pokémon is known as the Sea Incarnate. Figureheads that resemble Dragonite decorate the bows of many ships.	海の　化身と　呼ばれる。 カイリュー型の　彫像を 舳先に　付ける　船も　多い。
150	150	mewtwo	超梦	ミュウツー	TRUE	psychic		pressure		unnerve	122	106	110	90	154	90	130	680	超梦的基因几乎和梦幻 完全一样，但是大小和 性格却迥异得让人吃惊。	"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different."	ミュウの　遺伝子と　ほとんど 同じ。だが　大きさも　性格も 恐ろしいほど　違っている。
150	10043	mewtwo-mega-x	超梦（超级进化X）	ミュウツー（メガシンカX）	FALSE	psychic	fighting	steadfast			127	106	190	100	154	100	130	780	超梦的基因几乎和梦幻 完全一样，但是大小和 性格却迥异得让人吃惊。	"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different."	ミュウの　遺伝子と　ほとんど 同じ。だが　大きさも　性格も 恐ろしいほど　違っている。
150	10044	mewtwo-mega-y	超梦（超级进化Y）	ミュウツー（メガシンカY）	FALSE	psychic		insomnia			33	106	150	70	194	120	140	780	超梦的基因几乎和梦幻 完全一样，但是大小和 性格却迥异得让人吃惊。	"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different."	ミュウの　遺伝子と　ほとんど 同じ。だが　大きさも　性格も 恐ろしいほど　違っている。
151	151	mew	梦幻	ミュウ	TRUE	psychic		synchronize			4	100	100	100	100	100	100	600	用显微镜可以看到 它身上极短极细 且密集的体毛。	"When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen."	顕微鏡で　覗いてみたら 非常に　短くて　細い こまやかな　体毛が　生えていた。
152	152	chikorita	菊草叶	チコリータ	TRUE	grass		overgrow		leaf-guard	6.4	45	49	65	49	65	45	318		"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around."	葉っぱを　振り回して　相手を　威嚇するが 葉っぱから　甘い　香りが　漂うので お互いに　和やかな　雰囲気に　なるよ。
153	153	bayleef	月桂叶	ベイリーフ	TRUE	grass		overgrow		leaf-guard	15.8	60	62	80	63	80	60	405		Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.	首の　周りの　くるりと　巻いた　葉っぱの 中には　小さな　木の芽が　１個　なっている。 その　香りは　人を　元気に　させるぞ。
154	154	meganium	大竺葵	メガニウム	TRUE	grass		overgrow		leaf-guard	100.5	80	82	100	83	100	80	525		"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit."	花の　香りは　気持ちを　穏やかにする。 戦いの　ときは　香りを　発散させて 相手の　戦う　気持ちを　鈍らせるのだ。
154	10282	meganium-mega	大竺葵（超级进化）	メガニウム（メガシンカ）	FALSE	grass	fairy	mega-sol			201	80	92	115	143	115	80	625		"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit."	花の　香りは　気持ちを　穏やかにする。 戦いの　ときは　香りを　発散させて 相手の　戦う　気持ちを　鈍らせるのだ。
155	155	cyndaquil	火球鼠	ヒノアラシ	TRUE	fire		blaze		flash-fire	7.9	39	52	43	60	50	65	309		"Hails from the Johto region. Though usually curled into a ball due to its timid disposition, it harbors tremendous firepower."	背中から　炎を　噴き上げて　身を　守る。 怒った　ときの　炎は　勢いが　いいが 疲れている　ときは　不完全燃焼する。
156	156	quilava	火岩鼠	マグマラシ	TRUE	fire		blaze		flash-fire	19	58	64	58	80	65	80	405		"This creature's fur is most mysterious—it is wholly impervious to the burning touch of flame. Should Quilava turn its back to you, take heed! Such a posture indicates a forthcoming attack."	炎の　勢いと　熱風で　威嚇する。 素早い　身のこなしで　相手の　攻撃を かわしながら　同時に　炎で　燃やす。
157	157	typhlosion	火暴兽	バクフーン	TRUE	fire		blaze		flash-fire	79.5	78	84	78	109	85	100	534		"Said to purify lost, forsaken souls with its flames and guide them to the afterlife. I believe its form has been influenced by the energy of the sacred mountain towering at Hisui's center."	灼熱の　炎で　周りに　陽炎を つくりだして　姿を　隠す　ことが　できる。 燃えあがる　爆風は　すべてを　焼き尽くすぞ。
157	10233	typhlosion-hisui	火暴兽（洗翠的样子）	バクフーン（ヒスイのすがた）	FALSE	fire	ghost	blaze		frisk	69.8	73	84	78	119	85	95	534		"Said to purify lost, forsaken souls with its flames and guide them to the afterlife. I believe its form has been influenced by the energy of the sacred mountain towering at Hisui's center."	灼熱の　炎で　周りに　陽炎を つくりだして　姿を　隠す　ことが　できる。 燃えあがる　爆風は　すべてを　焼き尽くすぞ。
158	158	totodile	小锯鳄	ワニノコ	TRUE	water		torrent		sheer-force	9.5	50	65	64	44	48	43	314		"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury."	小さな　体でも　アゴの　力は　強い。 ワニノコ自身は　甘がみ　している　つもりでも 大怪我を　してしまう　ほどの　力が　ある。
159	159	croconaw	蓝鳄	アリゲイツ	TRUE	water		torrent		sheer-force	25	65	80	80	59	63	58	405		"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in."	一度　かみついたら　絶対に　離さない。 キバの　先が　釣り針　みたいに　反り返って いるので　一度　刺さると　抜けなく　なるのだ。
160	160	feraligatr	大力鳄	オーダイル	TRUE	water		torrent		sheer-force	88.8	85	105	100	79	83	78	530		"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed."	大きな　口を　開けて　相手を　威嚇する。 強靭な　後ろ足で　地面を　蹴って ものすごい　スピードで　突進　してくるぞ。
160	10283	feraligatr-mega	大力鳄（超级进化）	オーダイル（メガシンカ）	FALSE	water	dragon	dragonize			108.8	85	160	125	89	93	78	630		"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed."	大きな　口を　開けて　相手を　威嚇する。 強靭な　後ろ足で　地面を　蹴って ものすごい　スピードで　突進　してくるぞ。
161	161	sentret	尾立	オタチ	TRUE	normal		run-away	keen-eye	frisk	6	35	46	34	35	45	20	215		"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear."	眠る　ときには　交代で　見張りをする。 危険を　察知すると　仲間を　おこすのだ。 群れから　はぐれると　怖くて　眠れなくなる。
162	162	furret	大尾立	オオタチ	TRUE	normal		run-away	keen-eye	frisk	32.5	85	76	64	45	55	90	415		"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet."	敵に　襲われても　細い　すき間に するりと　潜り込んで　逃げる　ことが　できる、 手足は　短いが　とても　すばしっこい。
163	163	hoothoot	咕咕	ホーホー	TRUE	normal	flying	insomnia	keen-eye	tinted-lens	21.2	60	30	30	36	56	50	262	总是在固定的时间鸣叫， 因此也有训练家 拿它来代替钟表带出门。	It begins to hoot at the same time every day. Some Trainers use them in place of clocks.	いつも　きまった　時間になると 鳴きだすので　時計代わりに 連れ歩く　トレーナーもいる。
164	164	noctowl	猫头夜鹰	ヨルノズク	TRUE	normal	flying	insomnia	keen-eye	tinted-lens	40.8	100	50	50	86	96	70	452	开始思考事情时， 会将脖子旋转１８０度， 以此提高大脑的工作效率。	"When it needs to think, it rotates its head 180 degrees to sharpen its intellectual power."	ものごとを　考えだすと 首を　１８０度　回転　させて 頭の　働きを　高める。
165	165	ledyba	芭瓢虫	レディバ	TRUE	bug	flying	swarm	early-bird	rattled	10.8	40	20	30	40	80	55	265	非常胆小的宝可梦。 会和伙伴一起张开反射壁来保护巢穴。	These very cowardly Pokémon join together and use Reflect to protect their nest.	とっても　臆病な　ポケモン。 仲間と　一緒に　リフレクターを 張って　巣を　守って　いるのだ。
166	166	ledian	安瓢虫	レディアン	TRUE	bug	flying	swarm	early-bird	iron-fist	35.6	55	35	50	55	110	85	390	在夜空中飞翔的同时 会抛撒闪闪发光的粉末。 据说粉末沾到身上就会有好事发生。	"It flies through the night sky, sprinkling sparkly dust. According to some, if that dust sticks to you, good things will happen to you."	きらめく　粉を　振りまきながら 夜空を　飛ぶ。　粉が　身体に つくと　いいことが　あるといわれる。
167	167	spinarak	圆丝蛛	イトマル	TRUE	bug	poison	swarm	insomnia	sniper	8.5	40	60	40	40	40	30	250	牙齿上的毒并不强烈， 但用来削弱那些挂在网上 无法动弹的猎物是绰绰有余了。	"Although the poison from its fangs isn’t that strong, it’s potent enough to weaken prey that gets caught in its web."	キバの　毒は　さほど　強くないが 巣に　かかって　動けない　獲物を 弱らせるには　充分。
168	168	ariados	阿利多斯	アリアドス	TRUE	bug	poison	swarm	insomnia	sniper	33.5	70	90	70	60	70	40	400	会通过吐丝来捕捉猎物。 到了晚上，就会离开 巢穴并积极地狩猎。	"It spews threads from its mouth to catch its prey. When night falls, it leaves its web to go hunt aggressively."	糸を　はいて　獲物を　捕らえる。 夜に　なると　巣から　離れて 積極的に　狩りを　するぞ。
169	169	crobat	叉字蝠	クロバット	TRUE	poison	flying	inner-focus		infiltrator	75	85	90	80	70	80	130	535	可以自由地控制４根翅膀 振翅而飞。即使在狭窄的 洞窟内也能保持速度飞来飞去。	Its hind limbs have become another set of wings. Crobat expertly maneuvers its four wings to dart in exquisite fashion through even the most confined caves without losing any speed.	４枚の　羽を　自在に　操り 羽ばたく。　狭い　洞窟でも スピードを　落とさず　飛びまわれる。
170	170	chinchou	灯笼鱼	チョンチー	TRUE	water	electric	volt-absorb	illuminate	water-absorb	12	75	38	38	56	56	67	330	在黑暗的海底， 触手上不断闪烁着的光 是它们唯一的通信手段。	"On the dark ocean floor, its only means of communication is its constantly flashing lights."	暗い　海底では　いつも 点滅している　触手の 灯り　だけが　通信手段。
171	171	lanturn	电灯怪	ランターン	TRUE	water	electric	volt-absorb	illuminate	water-absorb	22.5	125	58	58	76	76	67	460	发出强光蒙住猎物的眼睛。 抓住那一瞬间的空档， 使其遭受电的攻击。	This Pokémon flashes a bright light that blinds its prey. This creates an opening for it to deliver an electrical attack.	強い　光を　放ち　獲物の 目を　眩ませる。　隙が　できたら 電撃を　おみまいする。
172	172	pichu	皮丘	ピチュー	TRUE	electric		static		lightning-rod	2	20	40	15	35	35	60	205	脸颊上的电囊还很小， 如果囊里的电太多了， 就会漏出来电到自己。	"Pichu stores electricity in the sacs on its cheeks but discharges it inadvertently when agitated or excited. Being yet immature, the Pokémon's handling of electricity is rather inept."	頬の　電気袋は　小さく ちょっとでも　電気が　あふれると 自分自身が　痺れてしまう。
173	173	cleffa	皮宝宝	ピィ	TRUE	fairy		cute-charm	magic-guard	friend-guard	3	50	25	28	45	55	15	218	有着星星一样的轮廓。 由于那外形，人们相信 它是乘着流星而来的。	"In silhouette, they resemble twinkling starlight. When shooting stars rain from the night sky, Cleffa gather in numbers and dance as though they are indeed incarnations of the stars."	お星さまのような　シルエット。 その姿から　流れ星に乗って やって来ると　信じられている。
174	174	igglybuff	宝宝丁	ププリン	TRUE	normal	fairy	cute-charm	competitive	friend-guard	1	90	30	15	40	20	15	210	用柔软的身体弹跳著移动。 当它的体温上升时， 身体会变成深粉红色。	"Taking advantage of the softness of its body, Igglybuff moves as if bouncing. Its body turns a deep pink when its temperature rises."	柔らかい　体で　弾むように 動きまわる。　体温が　上がると 体は　濃い　ピンク色になる。
175	175	togepi	波克比	トゲピー	TRUE	fairy		hustle	serene-grace	super-luck	1.5	35	20	65	40	65	20	245	好运的象征。 据说在它的壳里 装着满满的幸福。	This ovate creature is frequently mistaken for a moving egg when encountered out in the fields or in the mountains. Its guileless smile soothes the soul.	幸運の　シンボル。 殻の　中には　幸せが たくさん　つまっている　という。
176	176	togetic	波克基古	トゲチック	TRUE	fairy	flying	hustle	serene-grace	super-luck	3.2	55	40	85	80	105	40	405	不待在温柔的人身边 就会变得没有精神。 不挥动翅膀也能浮在空中。	"No records exist of Togetic being seen in the wilds. Rumors abound that it evolves under the loving care of a trusted human companion, upon whom the Pokémon then bestows great joy."	優しい人の　そばに　いないと 元気が　でなくなってしまう。 羽を動かさずに　空に浮かべる。
177	177	natu	天然雀	ネイティ	TRUE	psychic	flying	synchronize	early-bird	magic-bounce	2	40	50	45	70	45	70	320	由于羽翼未丰， 所以会跳着移动。 一直在注视着什么。	"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something."	羽が　育ちきって　おらず 飛び跳ねるようにして　移動する。 いつも　なにかを　見つめている。
178	178	xatu	天然鸟	ネイティオ	TRUE	psychic	flying	synchronize	early-bird	magic-bounce	15	65	75	70	95	70	95	470	能够看穿过去和未来。 日复一日注视着太阳 动向的奇异宝可梦。	This odd Pokémon can see both the past and the future. It eyes the sun’s movement all day.	過去と　未来を　見通せる。 毎日　太陽の　動きを 見続けている　不思議な　ポケモン。
179	179	mareep	咩利羊	メリープ	TRUE	electric		static		plus	7.8	55	40	40	65	45	35	280	绒毛摩擦产生的电力会被储存起来。 如果觉得可爱而直接用手碰它的话， 就会被啪地一下电得又麻又痛。	"Rubbing its fleece generates electricity. You’ll want to pet it because it’s cute, but if you use your bare hand, you’ll get a painful shock."	綿毛が　こすれ　電気が　たまる。 かわいいからと　素手で　触ると バチッと　痺れて　痛いのだ。
180	180	flaaffy	茸茸羊	モココ	TRUE	electric		static		plus	13.3	70	55	55	80	60	45	365	能将电力储存在松软的毛发中。 因为储存了太多电力，所以身上 有些地方已经变得光秃秃的了。	"It stores electricity in its fluffy fleece. If it stores up too much, it will start to go bald in those patches."	ふかふかの　毛に　電気を　ためこむ。 蓄えすぎて　ところどころ つるつるに　禿げあがって　しまった。
181	181	ampharos	电龙	デンリュウ	TRUE	electric		static		plus	61.5	90	75	85	115	90	55	510	尾巴会发出很强的亮光。 从以前起，它就被船员们 当做路标而深受重视。	Its tail shines bright and strong. It has been prized since long ago as a beacon for sailors.	シッポは　強く　明るく　輝く。 船乗りたちの　道しるべ　として 昔から　大切に　されてきた。
181	10045	ampharos-mega	电龙（超级进化）	デンリュウ（メガシンカ）	FALSE	electric	dragon	mold-breaker			61.5	90	95	105	165	110	45	610	尾巴会发出很强的亮光。 从以前起，它就被船员们 当做路标而深受重视。	Its tail shines bright and strong. It has been prized since long ago as a beacon for sailors.	シッポは　強く　明るく　輝く。 船乗りたちの　道しるべ　として 昔から　大切に　されてきた。
182	182	bellossom	美丽花	キレイハナ	TRUE	grass		chlorophyll		healer	5.8	75	80	95	90	100	50	490	有时能看到美丽花聚在一起 做着像是跳舞一样的动作。 据说这是呼唤太阳的仪式。	Bellossom gather at times and appear to dance. They say that the dance is a ritual to summon the sun.	ときおり　キレイハナが　集まって 踊るような　しぐさを　みせる。 太陽を呼ぶ　儀式と　言われる。
183	183	marill	玛力露	マリル	TRUE	water	fairy	thick-fat	huge-power	sap-sipper	8.5	70	20	50	20	50	40	250	体毛的防水性能很好， 就算是从冰冷的海里上岸， 身体也会立刻干掉，一点都不冷。	"Even after Marill swims in a cold sea, its water- repellent fur dries almost as soon as Marill leaves the water. That’s why this Pokémon is never cold."	よく　水を　弾く　体毛は 冷たい　海から　上がったときでも すぐに　乾いて　寒くないのだ。
184	184	azumarill	玛力露丽	マリルリ	TRUE	water	fairy	thick-fat	huge-power	sap-sipper	28.5	100	50	80	60	80	50	420	会制作填满空气的泡泡。 当露力丽在河里玩的时候， 它就会用这个泡泡包住露力丽。	"These Pokémon create air-filled bubbles. When Azurill play in rivers, Azumarill will cover them with these bubbles."	空気が　詰まった　泡を　作る。 ルリリが　川で　遊ぶときは この　泡で　包んであげるのだ。
185	185	sudowoodo	树才怪	ウソッキー	TRUE	rock		sturdy	rock-head	rattled	38	70	100	115	30	65	30	410	为了不被袭击会模仿树的样子。 很讨厌水，所以下雨后， 不知什么时候就会消失。	"Though it pretends to be a tree, it fails to fool even children. To the touch, its body feels more like rock than tree bark. Sudowoodo's extreme aversion to water merits special note."	襲われないように　木のまねをする。 水が　苦手で　雨が　降り出すと いつの間にか　姿を　消す。
186	186	politoed	蚊香蛙皇	ニョロトノ	TRUE	water		water-absorb	damp	drizzle	33.9	90	75	75	90	100	70	500	雄性的叫声更响亮。 叫声低沉可怕的蚊香蛙皇 更能受到雌性的欢迎。	"The cry of a male is louder than that of a female. Male Politoed with deep, menacing voices find more popularity with the opposite gender."	オスのほうが　鳴き声が　大きい。 低く　凄みのある　声で　鳴く ニョロトノが　メスに　好かれる。
187	187	hoppip	毽子草	ハネッコ	TRUE	grass	flying	chlorophyll	leaf-guard	infiltrator	0.5	35	35	40	35	55	50	250		"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away."	風に　乗って　ふわふわ　漂う　ポケモン。 強風の　気配を　感じると　仲間同士 葉っぱを　絡め　飛ばされない　準備をする。
188	188	skiploom	毽子花	ポポッコ	TRUE	grass	flying	chlorophyll	leaf-guard	infiltrator	1	55	45	50	45	65	80	340		"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer."	気温が　１８度を　超えると　花が　開く。 温度に　より　花の　開きかたが　変わるので 温度計の　代りに　することも　ある。
189	189	jumpluff	毽子棉	ワタッコ	TRUE	grass	flying	chlorophyll	leaf-guard	infiltrator	3	75	55	70	55	95	110	460		Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.	暖かい　南風に　乗って　海を　越え 外国まで　飛んでいってしまう　ポケモン。 冷たい　空気に　触れると　地面に　降りる。
190	190	aipom	长尾怪手	エイパム	TRUE	normal		run-away	pickup	skill-link	11.5	55	70	55	40	55	85	360	会从树上寻找猎物。 发现喜食的甜竹竹后， 就会兴奋地飞扑过去。	This treetop dweller possesses a tail as dexterous as a hand. Ancient writings describe this Pokémon as a one-armed oddity.	木の　上から　獲物が　いないか 探す。　好物の　アマカジを 見ると　興奮して　飛びかかるぞ。
191	191	sunkern	向日种子	ヒマナッツ	TRUE	grass		chlorophyll	solar-power	early-bird	1.8	30	30	30	30	30	30	180		"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew."	体に　ためた　栄養は　進化の　ときまで 取っておくため　ほとんど　動こうとしない。 なにも　食べずに　朝露　だけを　飲んでいる。
192	192	sunflora	向日花怪	キマワリ	TRUE	grass		chlorophyll	solar-power	early-bird	8.5	75	75	55	105	85	30	425		Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.	太陽エネルギーから　栄養を　つくりだす。 気温の　高い　日中　活発に　動き 太陽が　沈むと　ぱったり　動かなくなる。
193	193	yanma	蜻蜻蜓	ヤンヤンマ	TRUE	bug	flying	speed-boost	compound-eyes	frisk	38	65	65	45	75	45	95	390		"Its frail wings are so thin that one can see clear through them. However, during flight these wings exhibit the power to churn air with force enough to launch a house skyward."	目玉を　動かさずに　３６０度　見渡せる。 急ブレーキや　方向転換が　得意。 ねらった　獲物を　素早く　追いつめていく。
194	194	wooper	乌波	ウパー	TRUE	water	ground	damp	water-absorb	unaware	8.5	55	45	45	25	25	15	210	为了在地面上行走时 不让皮肤干燥，会用 有毒的粘膜覆盖身体。	"When walking on land, it covers its body with a poisonous film that keeps its skin from dehydrating."	地上を　歩くときは　皮膚が 乾燥　しないように　毒の 粘膜で　体を　被っている。
194	10253	wooper-paldea	乌波（帕底亚的样子）	ウパー（パルデアのすがた）	FALSE	poison	ground	poison-point	water-absorb	unaware	11	55	45	45	25	25	15	210	为了在地面上行走时 不让皮肤干燥，会用 有毒的粘膜覆盖身体。	"When walking on land, it covers its body with a poisonous film that keeps its skin from dehydrating."	地上を　歩くときは　皮膚が 乾燥　しないように　毒の 粘膜で　体を　被っている。
195	195	quagsire	沼王	ヌオー	TRUE	water	ground	damp	water-absorb	unaware	75	95	85	85	65	65	35	430	身体总是滑溜溜的。 虽然游泳时头总会撞到河底， 但它自己毫不在意。	Its body is always slimy. It often bangs its head on the river bottom as it swims but seems not to care.	体は　いつも　ぬめっている。 泳ぐたびに　川底に　頭を ぶつけているが　気に　していない。
196	196	espeon	太阳伊布	エーフィ	TRUE	psychic		synchronize		magic-bounce	26.5	65	65	60	130	95	110	525	从额头的珠子放射出精神力量 进行战斗。当力量用尽时， 珠子的颜色也会褪去。	"Wields an arcane power with which it can predict the weather and even people's thoughts. When bathed in sunshine, the scarlet orb on its brow glows and builds energy."	額の　珠から　サイコパワーを 放射して　戦う。　パワーが つきると　珠の　色が　くすむ。
197	197	umbreon	月亮伊布	ブラッキー	TRUE	dark		synchronize		inner-focus	27	95	65	110	60	130	65	525	在满月之夜或是兴奋的时候， 它身上圈圈一样的花纹 就会发出金黄色的光。	"It is most active in the wee hours of the night, when moonlight bathes the land. Its large eyes can pierce the darkness and perceive prey with absolute clarity."	満月の　夜や　興奮 したとき　全身の　輪っか模様は 黄色く　光る。
